title,country,stance,reach,age,weightClass,trainingCenter,wins,loses,draws,tkos,tko wins,tko lose,subs,subs win,subs lose
John Renfroe,,,,,Heavyweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Don Richards,,,,,Heavyweight,,0,5,0,0 - 1,0,1,0 - 2,0,2
Kristof Midoux,FRANCE,Orthodox,,,Heavyweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Andy Montana,,,,,Heavyweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Sergey Shemetov,,,,34,Heavyweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Nills van Noord,NETHERLANDS,,,29,Heavyweight,,2,3,0,0 - 1,0,1,0 - 2,0,2
Kuljit Degun,,,,,Light Heavyweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Moti Horenstein,,Orthodox,,,Light Heavyweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Colby McMahon,,,,,Light Heavyweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Adam Smith,,,,,Light Heavyweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Jessie Gibbs,,,,,Light Heavyweight,,1,4,0,0 - 1,0,1,0 - 2,0,2
Ryan Lopez,,,,,Light Heavyweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Rick Roufus,,Southpaw,,,Light Heavyweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Chris Dempsey,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Yuki Okano,,,,31,Lightweight,,1,3,0,0 - 1,0,1,0 - 2,0,2
Dimitry Burgo,BRAZIL,,,,Lightweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Ben Miller,USA,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Manuelo Morales,,,,,Lightweight,,1,3,0,0 - 1,0,1,0 - 2,0,2
Marc Allen,,,,,Lightweight,,1,3,0,0 - 1,0,1,0 - 2,0,2
Jeff Anderson,,,,,Lightweight,,0,7,0,0 - 1,0,1,0 - 2,0,2
Wes Clark,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Steve Claveau,,,,,Lightweight,,1,4,1,0 - 1,0,1,0 - 2,0,2
Cengiz Dana,,,,,Lightweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Doug Evans,,Orthodox,,,Lightweight,,0,5,0,0 - 1,0,1,0 - 2,0,2
Mark Gearhart,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Alejandro Gomez,,,,,Lightweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Wayne Harnois,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Richie Hightower,,Orthodox,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Peter Kaljevic,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Frank Kirmse,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Joshua Lee,,,,30,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Mark Long,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Max Marin,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Chris McDaniel,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Ederson Moreira,,,,,Lightweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Emerson Queiroz,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Peter Wilson,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Beau Baker,,,,39,Lightweight,,0,5,0,0 - 1,0,1,0 - 2,0,2
Gerson Cordeiro,BRAZIL,,,37,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Jamil Silveira da Conceicao,BRAZIL,,,31,Lightweight,,1,6,0,0 - 1,0,1,0 - 2,0,2
Jay Isip,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Chuck Kim,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Kevin Knabjian,,Orthodox,,,Lightweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Mateusz Piorkowski,,,,27,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Steve Reyna,USA,,,39,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Danny Rodriguez,,,,,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Samy Schiavo,,Orthodox,,42,Lightweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Yoji Anjo,,Orthodox,,,Middleweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Alan Arzeno,,,,,Middleweight,,1,3,0,0 - 1,0,1,0 - 2,0,2
Bor Bratovz,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
John Bryant,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Todd Butler,,Southpaw,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Erik Charles,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Vagner Curio,,,,,Middleweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Maurilio de Souza da Silva,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Rafael del Real,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Chris Henning,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Billy Johnson,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Dae Won Kim,,Orthodox,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Stefan Leko,,Orthodox,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Edinaldo Novaes,,,,,Middleweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Reggie Orr,,,,,Middleweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Rick Randolph,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Bone Sayavonga,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Bert Van Geystelen,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Alexei Veselovzorov,,,,,Middleweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Walter Howard,USA,,,,Middleweight,,1,3,0,0 - 1,0,1,0 - 2,0,2
John Troyer,,,,,Middleweight,,1,3,0,0 - 1,0,1,0 - 2,0,2
Danny Salinas,USA,,,,Welterweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Erik Apple,USA,Orthodox,,40,Welterweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Lola Bamgbala,,,,45,Welterweight,,0,3,1,0 - 1,0,1,0 - 2,0,2
Ivan Castillo,MEXICO,,,27,Welterweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Michael Johnson,USA,,,,Welterweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Aidan Marron,ENGLAND,,,,Welterweight,,1,5,0,0 - 1,0,1,0 - 2,0,2
Ross Mason,ENGLAND,,,,Welterweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Carlos Eduardo Santos,,,,,Welterweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Tatsunori Tanaka,,,,39,Welterweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Micah Terrill,USA,,,34,Welterweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Anderson Cruz,,,,,Welterweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Aaron Gallant,,,,,Welterweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Curtis Johnsen,,,,,Welterweight,,0,3,0,0 - 1,0,1,0 - 2,0,2
Chang Hyun Kim,,,,,Welterweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Chatt Lavender,,,,,Welterweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Tony Parker,,,,,Welterweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Cassie Robb,USA,,,27,Women's Atomweight,,0,4,0,0 - 1,0,1,0 - 2,0,2
Ginele Marquez,,,,,Women's Bantamweight,,0,3,1,0 - 1,0,1,0 - 2,0,2
Juliana Aguiar,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Craig Allen,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Sebastian Baron,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Samir Bourekba,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Will Cairns,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Angel Cruz,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Stuart Davies,ENGLAND,,,34,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Arlisson Leandro de Mendonca,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Jason Ehresmann,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Tom English,,,,,,,0,5,0,0 - 1,0,1,0 - 2,0,2
Shawn Freese,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Huseyin Garabet,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Luis Garcia,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Elliott Gilbert,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Jessie Glass,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Derinaldo Guerra da Silva,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Aymard Guih,,,,,,,1,5,0,0 - 1,0,1,0 - 2,0,2
Vic Hall,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Chris Haney,,,,,,,0,4,0,0 - 1,0,1,0 - 2,0,2
Justin Harrington,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Denis Hernandez,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Chris Herring,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Cory Hill,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Eddie Hoch,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Shane Hutchinson,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Kazuhiro Ito,,,,,,,0,5,1,0 - 1,0,1,0 - 2,0,2
Doo Jae Jung,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Jeff King,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Igor Kukurudziak,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Justin Larsson,,,,,,,0,4,0,0 - 1,0,1,0 - 2,0,2
Sebastian Latorre,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Yong Jae Lee,,,,,,,1,3,0,0 - 1,0,1,0 - 2,0,2
Mike Ling,,,,,,,0,4,0,0 - 1,0,1,0 - 2,0,2
Steve McCabe,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Jeremy Mier,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Joel Miller,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Fabricio Monteiro,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Igor Montes,,,,,,,0,4,0,0 - 1,0,1,0 - 2,0,2
Anthony Moore,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Kenji Nagai,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Vasily Novikov,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Felipe Salvador Nsue Ayiugono,,,,,,,0,6,0,0 - 1,0,1,0 - 2,0,2
Celivaldo Pereira da Silva,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Krzysztof Pietraszek,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Jordan Powell,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Thiago Rela,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Roger Reyes,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Julio Rafael Rodrigues,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Hyram Rodriguez,,,,,,,0,5,0,0 - 1,0,1,0 - 2,0,2
Alexander Romaschenko,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Mona Samir,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Marcelo Silva,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Gilmar Silva Milhorance,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Corey Simmons,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Mindaugas Smirnovas,,,,,,,0,3,1,0 - 1,0,1,0 - 2,0,2
Jeremy Spelts,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Ryan Stock,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
David Stone,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Joshua Strahan,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Tyler Thomas,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Kevin Thompson,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Jerry Tolentino,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Matt Troyer,,,,,,,1,3,0,0 - 1,0,1,0 - 2,0,2
Taki Uluilakepa,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Michael Van Puffelen,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Norm Waters,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Derrick Williams,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Linsey Williams,,,,,,,0,3,0,0 - 1,0,1,0 - 2,0,2
Bill Kamery,USA,,,,Bantamweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Tim Snyder,,,,,Bantamweight,,3,5,0,0 - 2,0,2,0 - 2,0,2
Yuki Baba,JAPAN,,,31,Bantamweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Anthony Sessions,USA,,,31,Bantamweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Dan Swift,,,,43,Bantamweight,,0,6,0,0 - 2,0,2,0 - 2,0,2
Saulo Eduardo da Silva,,,,,Featherweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Thierry Quenneville,,,,,Featherweight,,1,4,0,0 - 2,0,2,0 - 2,0,2
Elaine Santiago,,,,,Featherweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Jimmy Van Horn,,,,,Featherweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Giovani Diniz,,,,,Featherweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Wesley Dunlap,,,,,Flyweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Eduardo Felipe,BRAZIL,,,37,Flyweight,,1,7,0,0 - 2,0,2,0 - 2,0,2
Justin Grizzard,,,,,Heavyweight,,0,5,0,0 - 2,0,2,0 - 2,0,2
Ralph Kelly,,,,,Heavyweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Yoshihiro Takayama,,Orthodox,,,Heavyweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Kevin Jordan,,Orthodox,,47,Heavyweight,,0,6,0,0 - 2,0,2,0 - 2,0,2
Roman Savochka,,,,,Heavyweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Kazuo Takahashi,,,,49,Heavyweight,,0,5,0,0 - 2,0,2,0 - 2,0,2
Jimmy Westfall,,,,,Heavyweight,,0,5,0,0 - 2,0,2,0 - 2,0,2
Jay White,,,,,Heavyweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Shane Biever,,,,,Light Heavyweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
David Frendin,,,,,Light Heavyweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Takahiro Oba,,Southpaw,,,Light Heavyweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Yan Pellerin,,Orthodox,,,Light Heavyweight,,0,6,0,0 - 2,0,2,0 - 2,0,2
Michal Fijalka,POLAND,,,34,Light Heavyweight,,0,7,1,0 - 2,0,2,0 - 2,0,2
Kym Robinson,,,,,Light Heavyweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Jeff Fletcher,,,,,Lightweight,,1,5,0,0 - 2,0,2,0 - 2,0,2
Alejandro Garcia,,,,,Lightweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Katsuhiko Nagata,,Southpaw,,,Lightweight,,2,5,2,0 - 2,0,2,0 - 2,0,2
Jackson Pontes,,,,,Lightweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Jake Short,,,,,Lightweight,,2,5,0,0 - 2,0,2,0 - 2,0,2
Gerald Strebendt,,Orthodox,,,Lightweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Dean Amasinger,ENGLAND,,,34,Lightweight,,0,5,0,0 - 2,0,2,0 - 2,0,2
Michel Addario Bastos,,,,,Lightweight,,0,6,0,0 - 2,0,2,0 - 2,0,2
Jeff Cox,,Orthodox,,48,Lightweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Edward Faaloloto,USA,,"70.0""",,Lightweight,,2,4,0,0 - 2,0,2,0 - 2,0,2
Paulo Silva,BRAZIL,,,,Lightweight,,0,5,0,0 - 2,0,2,0 - 2,0,2
Bobby Stack,,Orthodox,,,Lightweight,,3,4,0,0 - 2,0,2,0 - 2,0,2
Claudionor Fontinelle,,Orthodox,,,Middleweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Junpei Hamada,,,,,Middleweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Jason Purcell,,,,,Middleweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Landon Showalter,,,,,Middleweight,,1,6,0,0 - 2,0,2,0 - 2,0,2
Morrison Lamb,,,,,Welterweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Josh Lee,,,,,Welterweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Nick Almen,,,,,Welterweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Nolan Clark,,,,,Welterweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Lemont Davis,,Orthodox,,,Welterweight,,1,4,0,0 - 2,0,2,0 - 2,0,2
Josh Neal,,,,,Welterweight,,0,4,0,0 - 2,0,2,0 - 2,0,2
Nathan Schouteren,,,,,Welterweight,,1,5,0,0 - 2,0,2,0 - 2,0,2
Andenilson Clementino,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Tony Crowder,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Leroy Fornof,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Vladimir Gerasimchik,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Andy Green,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Frodi Hansen,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Artur Korchemny,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Jesse Miramontes,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Adem Mujakic,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Sergey Naumov,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Malcolm Richardson,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Matt Robinson,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Tim Smith,,,,,,,0,4,0,0 - 2,0,2,0 - 2,0,2
Gabe Walbridge,,,,,,,0,5,0,0 - 2,0,2,0 - 2,0,2
Nate Williams,,,,,Bantamweight,,1,8,0,0 - 3,0,3,0 - 2,0,2
Nick Buschman,,,,,Featherweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Joe Camacho,,Orthodox,,46,Featherweight,,0,9,0,0 - 3,0,3,0 - 2,0,2
Julian Fabrin Soares,BRAZIL,,,,Featherweight,,0,6,0,0 - 3,0,3,0 - 2,0,2
Kazunori Yokota,,Orthodox,,40,Featherweight,,5,8,2,0 - 3,0,3,0 - 2,0,2
Brad Morris,,Orthodox,,,Heavyweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Richard Blake,,,,,Light Heavyweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Enoc Solves Torres,,,,,Light Heavyweight,,0,7,0,0 - 3,0,3,0 - 2,0,2
Jason Anderson,,,,,Lightweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Peter Davis,,,,,Lightweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Jordan Delano,,,,,Lightweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Hideki Kadowaki,,,,,Lightweight,,2,6,0,0 - 3,0,3,0 - 2,0,2
Royce Louck,,,,,Lightweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Victor Estrada,,,,,Lightweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Josh Mellen,USA,,,,Middleweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Chester Post,,,,,Middleweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Curtis Stout,,Southpaw,,,Middleweight,,0,8,0,0 - 3,0,3,0 - 2,0,2
Jackson Mora,,,,,Middleweight,,0,6,0,0 - 3,0,3,0 - 2,0,2
Steve Vigneault,,Orthodox,,,Middleweight,,1,5,0,0 - 3,0,3,0 - 2,0,2
Cleburn Walker,,,,,Welterweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Chris Greig,,,,,Welterweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Zac Kelley,,,,,Welterweight,,0,5,0,0 - 3,0,3,0 - 2,0,2
Rodrigo Ribeiro,,,,,Welterweight,,0,6,0,0 - 3,0,3,0 - 2,0,2
Unknown Fighter,,,,,Women's Bantamweight,,0,6,0,0 - 3,0,3,0 - 2,0,2
Arunas Klimavicius,,,,,,,0,5,0,0 - 3,0,3,0 - 2,0,2
Atila Lourenco,,,,,,,0,5,0,0 - 3,0,3,0 - 2,0,2
Justin Santistevan,,,,,,,0,5,0,0 - 3,0,3,0 - 2,0,2
Denis Komkin,,,,,Heavyweight,,0,7,0,0 - 4,0,4,0 - 2,0,2
Tomasz Czerwinski,,,,,Heavyweight,,0,6,0,0 - 4,0,4,0 - 2,0,2
Wes Sims,,Orthodox,,38,Heavyweight,,0,8,0,0 - 4,0,4,0 - 2,0,2
Ryan Contaldi,,,,,Light Heavyweight,,0,6,1,0 - 4,0,4,0 - 2,0,2
Justin Davis,,,,,Light Heavyweight,,0,6,0,0 - 4,0,4,0 - 2,0,2
Jerome Jones,,,,,Middleweight,,0,7,0,0 - 4,0,4,0 - 2,0,2
Mike Crisman,,,,,,,0,6,0,0 - 4,0,4,0 - 2,0,2
Hollis Huggins,,,,,,,0,6,0,0 - 4,0,4,0 - 2,0,2
Franklin Isabel,,,,,,,0,6,0,0 - 4,0,4,0 - 2,0,2
Edwin Dewees,,Orthodox,,35,Light Heavyweight,,0,8,0,0 - 5,0,5,0 - 2,0,2
Matteo Minonzio,,,,,Light Heavyweight,,0,8,0,0 - 5,0,5,0 - 2,0,2
Manuel Garcia,,,,,Welterweight,,0,7,0,0 - 5,0,5,0 - 2,0,2
Bill Finn,USA,,,47,Lightweight,,1,2,0,1 0,1,0,0 - 2,0,2
Chris Freeborn,,,,,Bantamweight,,1,3,0,1 0,1,0,0 - 2,0,2
Brad Mitchell,,,,,Featherweight,,4,2,0,1 0,1,0,0 - 2,0,2
Johnny Rodriguez,USA,,,30,Featherweight,,3,4,0,1 0,1,0,0 - 2,0,2
Lee Beane,,,,,Heavyweight,,1,2,0,1 0,1,0,0 - 2,0,2
Nikolai Onikienko,,,,,Heavyweight,,2,2,0,1 0,1,0,0 - 2,0,2
Stav Economou,,,,31,Heavyweight,,3,5,1,1 0,1,0,0 - 2,0,2
Mark Moreno,,,,,Lightweight,,1,2,0,1 0,1,0,0 - 2,0,2
Adam Boussif,ENGLAND,,,,Lightweight,,1,2,0,1 0,1,0,0 - 2,0,2
Derek Getzel,USA,,,,Lightweight,,1,4,0,1 0,1,0,0 - 2,0,2
Dale Hartt,USA,Orthodox,"69.0""",,Lightweight,,1,2,0,1 0,1,0,0 - 2,0,2
Andy Souwer,NETHERLANDS,,,35,Lightweight,,1,2,0,1 0,1,0,0 - 2,0,2
Mike Bernhard,,,,,Middleweight,,2,2,0,1 0,1,0,0 - 2,0,2
Chuck Parmelee,,,,,Middleweight,,1,2,0,1 0,1,0,0 - 2,0,2
Jason St. Louis,,,,,Middleweight,,1,2,0,1 0,1,0,0 - 2,0,2
Danny Burawa,USA,Orthodox,,29,Open Weight,,1,2,0,1 0,1,0,0 - 2,0,2
Martin Wojcik,SWEDEN,,,40,Welterweight,,1,2,0,1 0,1,0,0 - 2,0,2
Scott Casey,,,,,Welterweight,,1,2,0,1 0,1,0,0 - 2,0,2
Trevor Garrett,,,,,Welterweight,,1,2,0,1 0,1,0,0 - 2,0,2
Marcus Bossett,,Orthodox,,,,,1,2,0,1 0,1,0,0 - 2,0,2
Scott Futrell,,,,,,,1,2,0,1 0,1,0,0 - 2,0,2
Brett Glass,,,,,,,1,2,0,1 0,1,0,0 - 2,0,2
Victor Meza,,,,,,,2,3,0,1 0,1,0,0 - 2,0,2
Albert Odzimkowski,,,,,,,1,2,0,1 0,1,0,0 - 2,0,2
Bobby Taylor,,,,,,,1,3,0,1 0,1,0,0 - 2,0,2
Pablo Veloquio,,,,,,,1,2,0,1 0,1,0,0 - 2,0,2
Jason Meaders,,,,,Welterweight,,1,4,0,1 1,1,1,0 - 2,0,2
Dino Gambatesa,,,,,Bantamweight,,1,3,0,1 1,1,1,0 - 2,0,2
Erson Yamamoto,JAPAN,,,21,Bantamweight,Krazy Bee,2,3,0,1 1,1,1,0 - 2,0,2
Koji Nakamura,JAPAN,,,32,Bantamweight,,1,3,0,1 1,1,1,0 - 2,0,2
Karl Knothe,,,,,Heavyweight,,1,4,0,1 1,1,1,0 - 2,0,2
Ryan Fortin,,,,,Heavyweight,,1,4,0,1 1,1,1,0 - 2,0,2
Eric Hammerich,,,,,Light Heavyweight,,1,3,0,1 1,1,1,0 - 2,0,2
Mike Bourke,,Orthodox,,,Light Heavyweight,,1,3,0,1 1,1,1,0 - 2,0,2
Caloy Baduria,,,,,Lightweight,,1,3,0,1 1,1,1,0 - 2,0,2
Marshall Martin,,,,,Lightweight,,1,3,0,1 1,1,1,0 - 2,0,2
Rafael Bastos,,,,,Lightweight,,1,4,0,1 1,1,1,0 - 2,0,2
Erikas Petraitis,,,,,Lightweight,,2,5,1,1 1,1,1,0 - 2,0,2
Evan Esguerra,USA,,,,Lightweight - DREAM (70kg),,1,5,0,1 1,1,1,0 - 2,0,2
Ryan Kelly,ENGLAND,,,,Middleweight,,1,3,0,1 1,1,1,0 - 2,0,2
Jason Clayton,,,,,Middleweight,,1,3,0,1 1,1,1,0 - 2,0,2
Kala Hose,,,,,Middleweight,,1,4,0,1 1,1,1,0 - 2,0,2
Jean Francois Lenogue,,Orthodox,,,Middleweight,,1,6,0,1 1,1,1,0 - 2,0,2
Bruno Silva,PORTUGAL,,,,Middleweight,,1,3,0,1 1,1,1,0 - 2,0,2
Brian Gassaway,,Orthodox,,45,Welterweight,,2,3,0,1 1,1,1,0 - 2,0,2
Jeff Horlacher,,,,,Welterweight,,1,3,0,1 1,1,1,0 - 2,0,2
Tenyeh Dixon,,,,,Welterweight,,2,5,0,1 1,1,1,0 - 2,0,2
Allanna Jones,USA,,,31,Women's Bantamweight,,2,4,0,1 1,1,1,0 - 2,0,2
